subject	subject_value	predicate	object	object_value
MONDO:0018381	osteochondrosis	skos:narrowMatch	<https://icd.codes/icd10cm/M93.9>	
MONDO:0018381	osteochondrosis	skos:exactMatch	<https://icd.codes/icd10cm/M42>	
MONDO:0018381	osteochondrosis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/M42>	Spinal osteochondrosis
MONDO:0018382	epiphysiolysis of the hip	skos:narrowMatch	<https://icd.codes/icd10cm/M93.9>	
MONDO:0018383	osteonecrosis of genetic origin	skos:narrowMatch	<https://icd.codes/icd10cm/M93.9>	
MONDO:0018384	avascular necrosis of genetic origin	skos:narrowMatch	<https://icd.codes/icd10cm/M93.9>	
MONDO:0018385	osteochondrosis of genetic origin	skos:narrowMatch	<https://icd.codes/icd10cm/M93.9>	
MONDO:0018397	obsolete female infertility due to hypothalamic-pituitary-gonadal axis disorder	skos:narrowMatch	<https://icd.codes/icd10cm/N97.0>	
MONDO:0018398	obsolete female infertility due to a congenital hypogonadotropic hypogonadism	skos:narrowMatch	<https://icd.codes/icd10cm/N97.0>	
MONDO:0018401	obsolete female infertility due to an anomaly of ovarian function	skos:narrowMatch	<https://icd.codes/icd10cm/N97.0>	
MONDO:0018402	obsolete female infertility due to gonadal dysgenesis	skos:narrowMatch	<https://icd.codes/icd10cm/N97.0>	
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B67.9>	
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B67.8>	
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B67.7>	
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B67.6>	
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B67.5>	
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B67.4>	
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B67.3>	
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B67.2>	
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B67.1>	
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B67.0>	
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/B67.9>	Echinococcosis, other and unspecified
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/B67.8>	Echinococcosis, unspecified, of liver
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/B67.7>	Echinococcus multilocularis infection, unspecified
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/B67.6>	Echinococcus multilocularis infection, other and multiple sites
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/B67.5>	Echinococcus multilocularis infection of liver
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/B67.4>	Echinococcus granulosus infection, unspecified
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/B67.3>	Echinococcus granulosus infection, other and multiple sites
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/B67.2>	Echinococcus granulosus infection of bone
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/B67.1>	Echinococcus granulosus infection of lung
MONDO:0018408	cystic echinococcosis	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/B67.0>	Echinococcus granulosus infection of liver
MONDO:0018411	obsolete rare female infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin	skos:narrowMatch	<https://icd.codes/icd10cm/N97.0>	
MONDO:0018413	obsolete female infertility due to an anomaly of ovarian function of genetic origin	skos:narrowMatch	<https://icd.codes/icd10cm/N97.0>	
MONDO:0018424	inherited lipoic acid biosynthesis defect	skos:narrowMatch	<https://icd.codes/icd10cm/E88.8>	
MONDO:0018425	Huntington disease-like syndrome due to C9ORF72 expansions	skos:narrowMatch	<https://icd.codes/icd10cm/G10>	
MONDO:0018426	AXIN2-related attenuated familial adenomatous polyposis	skos:narrowMatch	<https://icd.codes/icd10cm/D12.6>	
MONDO:0018428	9q31.1q31.3 microdeletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0018429	14q24.1q24.3 microdeletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0018430	partial corpus callosum agenesis-cerebellar vermis hypoplasia with posterior fossa cysts syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q04.3>	
MONDO:0018431	cold-induced sweating syndrome - hyperthermia spectrum	skos:narrowMatch	<https://icd.codes/icd10cm/G90.8>	
MONDO:0018432	lichen myxedematosus	skos:narrowMatch	<https://icd.codes/icd10cm/L98.5>	
MONDO:0018433	acute myeloid leukemia with t(6;9)(p23;q34)	skos:narrowMatch	<https://icd.codes/icd10cm/C92.0>	
MONDO:0018434	acute myeloid leukemia with t(9;11)(p22;q23)	skos:narrowMatch	<https://icd.codes/icd10cm/C92.0>	
MONDO:0018435	acute myeloid leukemia with inv3(p21;q26.2) or t(3;3)(p21;q26.2)	skos:narrowMatch	<https://icd.codes/icd10cm/C92.0>	
MONDO:0018436	megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13)	skos:narrowMatch	<https://icd.codes/icd10cm/C94.2>	
MONDO:0018437	acute myeloid leukemia with NPM1 somatic mutations	skos:narrowMatch	<https://icd.codes/icd10cm/C92.0>	
MONDO:0018438	eosinophilic gastrointestinal disease	skos:narrowMatch	<https://icd.codes/icd10cm/K52.8>	
MONDO:0018439	eosinophilic colitis	skos:narrowMatch	<https://icd.codes/icd10cm/K52.8>	
MONDO:0018439	eosinophilic colitis	skos:exactMatch	<https://icd.codes/icd10cm/K52.82>	
MONDO:0018439	eosinophilic colitis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/K52.82>	Eosinophilic colitis
MONDO:0018440	autosomal recessive distal renal tubular acidosis	skos:narrowMatch	<https://icd.codes/icd10cm/N25.8>	
MONDO:0018442	acitretin/etretinate embryopathy	skos:narrowMatch	<https://icd.codes/icd10cm/Q86.8>	
MONDO:0018443	FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0018444	obsolete female infertility due to fertilization defect	skos:narrowMatch	<https://icd.codes/icd10cm/N97.8>	
MONDO:0018445	global developmental delay - lung cysts - overgrowth - Wilms tumor syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.3>	
MONDO:0018446	autosomal recessive cerebellar ataxia - epilepsy - intellectual disability syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G11.1>	
MONDO:0018447	chondromyxoid fibroma	skos:narrowMatch	<https://icd.codes/icd10cm/D16.9>	
MONDO:0018448	clear cell papillary renal cell carcinoma	skos:narrowMatch	<https://icd.codes/icd10cm/C64>	
MONDO:0018449	acquired cystic disease-associated renal cell carcinoma	skos:narrowMatch	<https://icd.codes/icd10cm/C64>	
MONDO:0018458	familial hypocalciuric hypercalcemia	skos:narrowMatch	<https://icd.codes/icd10cm/E83.5>	
MONDO:0018459	isolated glycerol kinase deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/E74.8>	
MONDO:0018460	Eales disease	skos:narrowMatch	<https://icd.codes/icd10cm/H35.0>	
MONDO:0018461	Angelman syndrome due to a point mutation	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0018462	Angelman syndrome due to imprinting defect in 15q11-q13	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0018463	mild phosphoribosylpyrophosphate synthetase superactivity	skos:narrowMatch	<https://icd.codes/icd10cm/E79.8>	
MONDO:0018464	severe phosphoribosylpyrophosphate synthetase superactivity	skos:narrowMatch	<https://icd.codes/icd10cm/E79.8>	
MONDO:0018465	insulin autoimmune syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E16.1>	
MONDO:0018468	proton-pump inhibitor-responsive esophageal eosinophilia	skos:narrowMatch	<https://icd.codes/icd10cm/K20>	
MONDO:0018470	renal agenesis	skos:broadMatch	<https://icd.codes/icd10cm/Q60.2>	
MONDO:0018470	renal agenesis	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/Q60.2>	Renal agenesis, unspecified
MONDO:0018471	generalized eruptive keratoacanthoma	skos:narrowMatch	<https://icd.codes/icd10cm/L85.8>	
MONDO:0018473	hyperlipoproteinemia type 3	skos:narrowMatch	<https://icd.codes/icd10cm/E78.2>	
MONDO:0018474	13q12.3 microdeletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0018475	PRKAR1B-related neurodegenerative dementia with intermediate filaments	skos:narrowMatch	<https://icd.codes/icd10cm/G31.8>	
MONDO:0018476	dystonia-aphonia syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G24.8>	
MONDO:0018477	bilirubin encephalopathy	skos:narrowMatch	<https://icd.codes/icd10cm/P57.9>	
MONDO:0018483	secondary pulmonary alveolar proteinosis	skos:narrowMatch	<https://icd.codes/icd10cm/J84.0>	
MONDO:0018484	semicircular canal dehiscence syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/H83.8>	
MONDO:0018486	visual snow syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/H53.8>	
MONDO:0018489	autoimmune encephalopathy with parasomnia and obstructive sleep apnea	skos:narrowMatch	<https://icd.codes/icd10cm/G04.8>	
MONDO:0018490	cono-spondylar dysplasia	skos:narrowMatch	<https://icd.codes/icd10cm/Q77.7>	
MONDO:0018492	hereditary clear cell renal cell carcinoma	skos:narrowMatch	<https://icd.codes/icd10cm/C64>	
MONDO:0018494	microcephaly-short stature-intellectual disability-facial dysmorphism syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.1>	
MONDO:0018495	X-linked intellectual disability-limb spasticity-retinal dystrophy-diabetes insipidus syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E79.8>	
MONDO:0018498	double outlet right ventricle with subaortic or doubly committed ventricular septal defect	skos:narrowMatch	<https://icd.codes/icd10cm/Q20.1>	
MONDO:0018499	double outlet right ventricle with atrioventricular septal defect, pulmonary stenosis, heterotaxy	skos:narrowMatch	<https://icd.codes/icd10cm/Q24.8>	
MONDO:0018500	cutaneous larva migrans	skos:narrowMatch	<https://icd.codes/icd10cm/B76.9>	
MONDO:0018507	microcephaly-complex motor and sensory axonal neuropathy syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0018515	squamous cell carcinoma of rectum	skos:narrowMatch	<https://icd.codes/icd10cm/C20>	
MONDO:0018528	congenital myopathy with myasthenic-like onset	skos:narrowMatch	<https://icd.codes/icd10cm/G71.2>	
MONDO:0018535	biliary cystadenocarcinoma	skos:narrowMatch	<https://icd.codes/icd10cm/C22.1>	
MONDO:0018540	PFAPA syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E85.0>	
MONDO:0018541	familial hypoaldosteronism	skos:narrowMatch	<https://icd.codes/icd10cm/E27.4>	
MONDO:0018543	autosomal dominant hypocalcemia	skos:narrowMatch	<https://icd.codes/icd10cm/E20.8>	
MONDO:0018544	adrenoleukodystrophy	skos:narrowMatch	<https://icd.codes/icd10cm/E71.3>	
MONDO:0018547	acute tricyclic antidepressant poisoning	skos:narrowMatch	<https://icd.codes/icd10cm/T43.0>	
MONDO:0018551	patent urachus	skos:narrowMatch	<https://icd.codes/icd10cm/Q64.4>	
MONDO:0018552	urachal sinus	skos:narrowMatch	<https://icd.codes/icd10cm/Q64.4>	
MONDO:0018553	urachal diverticulum	skos:narrowMatch	<https://icd.codes/icd10cm/Q64.4>	
MONDO:0018560	anterior urethral valve	skos:narrowMatch	<https://icd.codes/icd10cm/Q64.7>	
MONDO:0018563	adactyly of foot	skos:narrowMatch	<https://icd.codes/icd10cm/Q72.8>	
MONDO:0018564	3p25.3 microdeletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0018566	short stature-advanced bone age-early-onset osteoarthritis syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/M89.8>	
MONDO:0018567	autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation	skos:narrowMatch	<https://icd.codes/icd10cm/G60.0>	
MONDO:0018569	X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0018571	contractures-developmental delay-Pierre Robin syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.0>	
MONDO:0018572	severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.8>	
MONDO:0018573	intrauterine growth restriction-short stature-early adult-onset diabetes syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.1>	
MONDO:0018574	intellectual disability-expressive aphasia-facial dysmorphism syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.0>	
MONDO:0018575	microcephalic primordial dwarfism-insulin resistance syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q87.1>	
MONDO:0018576	non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy	skos:narrowMatch	<https://icd.codes/icd10cm/G93.4>	
MONDO:0018577	pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa	skos:narrowMatch	<https://icd.codes/icd10cm/Q82.8>	
MONDO:0018580	PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G40.4>	
MONDO:0018581	progressive encephalomyelitis with rigidity and myoclonus	skos:narrowMatch	<https://icd.codes/icd10cm/G04.8>	
MONDO:0018582	GCGR-related hyperglucagonemia	skos:narrowMatch	<https://icd.codes/icd10cm/E16.3>	
MONDO:0018585	pediatric arterial ischemic stroke	skos:narrowMatch	<https://icd.codes/icd10cm/I63.5>	
MONDO:0018586	zinc-responsive necrolytic acral erythema	skos:narrowMatch	<https://icd.codes/icd10cm/L53.8>	
MONDO:0018587	non-recovering obstetric brachial plexus lesion	skos:narrowMatch	<https://icd.codes/icd10cm/P14.3>	
MONDO:0018588	ALECT2 amyloidosis	skos:narrowMatch	<https://icd.codes/icd10cm/E85.8>	
MONDO:0018589	AApoAIV amyloidosis	skos:narrowMatch	<https://icd.codes/icd10cm/E85.8>	
MONDO:0018594	secondary polyarteritis nodosa	skos:narrowMatch	<https://icd.codes/icd10cm/M30.8>	
MONDO:0018598	obsolete neonatal adrenoleukodystrophy	skos:narrowMatch	<https://icd.codes/icd10cm/E71.3>	
MONDO:0018598	obsolete neonatal adrenoleukodystrophy	skos:exactMatch	<https://icd.codes/icd10cm/E71.511>	
MONDO:0018598	obsolete neonatal adrenoleukodystrophy	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/E71.511>	Neonatal adrenoleukodystrophy
MONDO:0018599	congenital oculomotor nerve palsy	skos:narrowMatch	<https://icd.codes/icd10cm/Q07.8>	
MONDO:0018600	congenital abducens nerve palsy	skos:narrowMatch	<https://icd.codes/icd10cm/Q07.8>	
MONDO:0018603	interstitial lung disease due to SP-C deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/J84.8>	
MONDO:0018604	familial colorectal cancer type X	skos:broadMatch	<https://icd.codes/icd10cm/C18.7>	
MONDO:0018604	familial colorectal cancer type X	skos:broadMatch	<https://icd.codes/icd10cm/C18.6>	
MONDO:0018604	familial colorectal cancer type X	skos:broadMatch	<https://icd.codes/icd10cm/C18.5>	
MONDO:0018604	familial colorectal cancer type X	skos:broadMatch	<https://icd.codes/icd10cm/C18.4>	
MONDO:0018604	familial colorectal cancer type X	skos:broadMatch	<https://icd.codes/icd10cm/C18.3>	
MONDO:0018604	familial colorectal cancer type X	skos:broadMatch	<https://icd.codes/icd10cm/C18.2>	
MONDO:0018604	familial colorectal cancer type X	skos:broadMatch	<https://icd.codes/icd10cm/C18.1>	
MONDO:0018604	familial colorectal cancer type X	skos:broadMatch	<https://icd.codes/icd10cm/C18.0>	
MONDO:0018604	familial colorectal cancer type X	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/C18.7>	Malignant neoplasm of sigmoid colon
MONDO:0018604	familial colorectal cancer type X	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/C18.6>	Malignant neoplasm of descending colon
MONDO:0018604	familial colorectal cancer type X	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/C18.5>	Malignant neoplasm of splenic flexure
MONDO:0018604	familial colorectal cancer type X	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/C18.4>	Malignant neoplasm of transverse colon
MONDO:0018604	familial colorectal cancer type X	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/C18.3>	Malignant neoplasm of hepatic flexure
MONDO:0018604	familial colorectal cancer type X	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/C18.2>	Malignant neoplasm of ascending colon
MONDO:0018604	familial colorectal cancer type X	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/C18.1>	Malignant neoplasm of appendix
MONDO:0018604	familial colorectal cancer type X	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/C18.0>	Malignant neoplasm of cecum
MONDO:0018608	pure autonomic failure	skos:narrowMatch	<https://icd.codes/icd10cm/G90.3>	
MONDO:0018610	early-onset posterior subcapsular cataract	skos:narrowMatch	<https://icd.codes/icd10cm/H26.0>	
MONDO:0018612	congenital hypothyroidism	skos:broadMatch	<https://icd.codes/icd10cm/E03.1>	
MONDO:0018612	congenital hypothyroidism	skos:broadMatch	<https://icd.codes/icd10cm/E03.0>	
MONDO:0018612	congenital hypothyroidism	skos:broadMatch	<https://icd.codes/icd10cm/E00.9>	
MONDO:0018612	congenital hypothyroidism	skos:broadMatch	<https://icd.codes/icd10cm/E00.2>	
MONDO:0018612	congenital hypothyroidism	skos:broadMatch	<https://icd.codes/icd10cm/E00.1>	
MONDO:0018612	congenital hypothyroidism	skos:broadMatch	<https://icd.codes/icd10cm/E00.0>	
MONDO:0018612	congenital hypothyroidism	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/E03.1>	Congenital hypothyroidism without goiter
MONDO:0018612	congenital hypothyroidism	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/E03.0>	Congenital hypothyroidism with diffuse goiter
MONDO:0018612	congenital hypothyroidism	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/E00.9>	Congenital iodine-deficiency syndrome, unspecified
MONDO:0018612	congenital hypothyroidism	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/E00.2>	Congenital iodine-deficiency syndrome, mixed type
MONDO:0018612	congenital hypothyroidism	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/E00.1>	Congenital iodine-deficiency syndrome, myxedematous type
MONDO:0018612	congenital hypothyroidism	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/E00.0>	Congenital iodine-deficiency syndrome, neurological type
MONDO:0018613	AH amyloidosis	skos:narrowMatch	<https://icd.codes/icd10cm/E85.9>	
MONDO:0018614	undetermined early-onset epileptic encephalopathy	skos:narrowMatch	<https://icd.codes/icd10cm/G40.4>	
MONDO:0018615	hemicrania continua	skos:narrowMatch	<https://icd.codes/icd10cm/G44.0>	
MONDO:0018615	hemicrania continua	skos:exactMatch	<https://icd.codes/icd10cm/G44.51>	
MONDO:0018615	hemicrania continua	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/G44.51>	Hemicrania continua
MONDO:0018616	central serous chorioretinopathy	skos:narrowMatch	<https://icd.codes/icd10cm/H35.7>	
MONDO:0018617	baroreflex failure	skos:narrowMatch	<https://icd.codes/icd10cm/G90.4>	
MONDO:0018620	hypothalamic adipsic hypernatraemia syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E23.3>	
MONDO:0018621	lymphoplasmacytic lymphoma without IgM production	skos:narrowMatch	<https://icd.codes/icd10cm/C83.0>	
MONDO:0018623	postpartum psychosis	skos:narrowMatch	<https://icd.codes/icd10cm/F53.1>	
MONDO:0018623	postpartum psychosis	skos:exactMatch	<https://icd.codes/icd10cm/F53>	
MONDO:0018623	postpartum psychosis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/F53>	Mental and behavioral disorders associated with the puerperium, not elsewhere classified
MONDO:0018625	classic stiff person syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G25.8>	
MONDO:0018626	paratyphoid fever	skos:broadMatch	<https://icd.codes/icd10cm/A01.4>	
MONDO:0018626	paratyphoid fever	skos:broadMatch	<https://icd.codes/icd10cm/A01.3>	
MONDO:0018626	paratyphoid fever	skos:broadMatch	<https://icd.codes/icd10cm/A01.2>	
MONDO:0018626	paratyphoid fever	skos:broadMatch	<https://icd.codes/icd10cm/A01.1>	
MONDO:0018626	paratyphoid fever	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/A01.4>	Paratyphoid fever, unspecified
MONDO:0018626	paratyphoid fever	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/A01.3>	Paratyphoid fever C
MONDO:0018626	paratyphoid fever	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/A01.2>	Paratyphoid fever B
MONDO:0018626	paratyphoid fever	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/A01.1>	Paratyphoid fever A
MONDO:0018629	focal stiff limb syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G25.8>	
MONDO:0018631	Marie Unna hereditary hypotrichosis	skos:narrowMatch	<https://icd.codes/icd10cm/Q84.0>	
MONDO:0018632	11q22.2q22.3 microdeletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0018633	20q11.2 microdeletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0018635	idiopathic phalangeal acro-osteolysis	skos:narrowMatch	<https://icd.codes/icd10cm/M89.5>	
MONDO:0018637	familial chylomicronemia syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E78.3>	
MONDO:0018642	NIK deficiency	skos:narrowMatch	<https://icd.codes/icd10cm/D81.8>	
MONDO:0018643	susceptibility to localized juvenile periodontitis	skos:narrowMatch	<https://icd.codes/icd10cm/D71>	
MONDO:0018648	Keratocystic odontogenic tumor	skos:narrowMatch	<https://icd.codes/icd10cm/D16.4>	
MONDO:0018653	Polymerase proofreading-related adenomatous polyposis	skos:narrowMatch	<https://icd.codes/icd10cm/D12.6>	
MONDO:0018655	hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E75.2>	
MONDO:0018656	tremor-ataxia-central hypomyelination syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/E75.2>	
MONDO:0018661	Zika virus infectious disease	skos:exactMatch	<https://icd.codes/icd10cm/A92.5>	
MONDO:0018661	Zika virus infectious disease	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/A92.5>	Zika virus disease
MONDO:0018662	autosomal recessive brachyolmia	skos:narrowMatch	<https://icd.codes/icd10cm/Q76.3>	
MONDO:0018663	regressive spondylometaphyseal dysplasia	skos:narrowMatch	<https://icd.codes/icd10cm/Q77.8>	
MONDO:0018664	ectopia cordis	skos:narrowMatch	<https://icd.codes/icd10cm/Q24.8>	
MONDO:0018665	X-linked acrogigantism due to a point mutation	skos:narrowMatch	<https://icd.codes/icd10cm/E22.0>	
MONDO:0018670	symptomatic form of fragile X syndrome in female carrier	skos:narrowMatch	<https://icd.codes/icd10cm/Q99.2>	
MONDO:0018671	IgG4-related kidney disease	skos:narrowMatch	<https://icd.codes/icd10cm/N11.8>	
MONDO:0018672	IgG4-related aortitis	skos:narrowMatch	<https://icd.codes/icd10cm/I77.6>	
MONDO:0018673	IgG4-related pachymeningitis	skos:narrowMatch	<https://icd.codes/icd10cm/G03.9>	
MONDO:0018674	IgG4-related submandibular gland disease	skos:narrowMatch	<https://icd.codes/icd10cm/K11.2>	
MONDO:0018675	IgG4-related ophthalmic disorder	skos:narrowMatch	<https://icd.codes/icd10cm/H05.1>	
MONDO:0018676	eosinophilic angiocentric fibrosis	skos:narrowMatch	<https://icd.codes/icd10cm/J39.8>	
MONDO:0018679	primary cutaneous plasmacytosis	skos:narrowMatch	<https://icd.codes/icd10cm/L98.6>	
MONDO:0018680	cutaneous pseudolymphoma	skos:narrowMatch	<https://icd.codes/icd10cm/L98.6>	
MONDO:0018683	acquired ichthyosis	skos:exactMatch	<https://icd.codes/icd10cm/L85.0>	
MONDO:0018683	acquired ichthyosis	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/L85.0>	Acquired ichthyosis
MONDO:0018684	idiopathic neonatal atrial flutter	skos:exactMatch	<https://icd.codes/icd10cm/P29.1>	
MONDO:0018684	idiopathic neonatal atrial flutter	skos:exactMatch	<http://purl.bioontology.org/ontology/ICD10CM/P29.1>	Neonatal cardiac dysrhythmia
MONDO:0018686	acquired Creutzfeldt-Jakob disease	skos:narrowMatch	<https://icd.codes/icd10cm/A81.0>	
MONDO:0018688	anti-p200 pemphigoid	skos:narrowMatch	<https://icd.codes/icd10cm/L12.8>	
MONDO:0018690	Holmes-Adie syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/H57.0>	
MONDO:0018692	variably protease-sensitive prionopathy	skos:narrowMatch	<https://icd.codes/icd10cm/A81.8>	
MONDO:0018695	avian influenza	skos:narrowMatch	<https://icd.codes/icd10cm/J09>	
MONDO:0018696	corticobasal syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G31.0>	
MONDO:0018697	1p35.2 microdeletion syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/Q93.5>	
MONDO:0018702	Castleman-Kojima disease	skos:narrowMatch	<https://icd.codes/icd10cm/M35.8>	
MONDO:0018703	isolated splenogonadal fusion	skos:narrowMatch	<https://icd.codes/icd10cm/Q89.0>	
MONDO:0018706	syndromic sensorineural deafness due to combined oxidative phosphorylation defect	skos:narrowMatch	<https://icd.codes/icd10cm/G31.8>	
MONDO:0018708	squamous cell carcinoma of the oral tongue	skos:broadMatch	<https://icd.codes/icd10cm/C02.8>	
MONDO:0018708	squamous cell carcinoma of the oral tongue	skos:broadMatch	<https://icd.codes/icd10cm/C02.4>	
MONDO:0018708	squamous cell carcinoma of the oral tongue	skos:broadMatch	<https://icd.codes/icd10cm/C02.3>	
MONDO:0018708	squamous cell carcinoma of the oral tongue	skos:broadMatch	<https://icd.codes/icd10cm/C02.2>	
MONDO:0018708	squamous cell carcinoma of the oral tongue	skos:broadMatch	<https://icd.codes/icd10cm/C02.1>	
MONDO:0018708	squamous cell carcinoma of the oral tongue	skos:broadMatch	<https://icd.codes/icd10cm/C02.0>	
MONDO:0018708	squamous cell carcinoma of the oral tongue	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/C02.8>	Malignant neoplasm of overlapping sites of tongue
MONDO:0018708	squamous cell carcinoma of the oral tongue	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/C02.4>	Malignant neoplasm of lingual tonsil
MONDO:0018708	squamous cell carcinoma of the oral tongue	skos:broadMatch	<http://purl.bioontology.org/ontology/ICD10CM/C02.3>	Malignant neoplasm of anterior two-thirds of tongue, part unspecified
