subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	comment	mapping_tool	confidence	subject_match_field	object_match_field	match_string
ICD10CM:F01.5	Vascular dementia	skos:exactMatch	MONDO:0004648	vascular dementia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	vascular dementia
MONDO:0004648	Vascular dementia	skos:exactMatch	ICD10CM:F01.5	vascular dementia	semapv:LexicalMatching	LEXMATCH					
MONDO:0004573	Riboflavin deficiency	skos:exactMatch	ICD10CM:E53.0	ariboflavinosis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:E53.0	Riboflavin deficiency	skos:exactMatch	MONDO:0004573	ariboflavinosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	riboflavin deficiency
ICD10CM:E53.0	Riboflavin deficiency	skos:exactMatch	MONDO:0004573	ariboflavinosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	vitamin b2 deficiency
ICD10CM:E53.0	Riboflavin deficiency	skos:exactMatch	MONDO:0004573	ariboflavinosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	ariboflavinosis
ICD10CM:Q76.1	Klippel-Feil syndrome	skos:exactMatch	MONDO:0001029	Klippel-Feil syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	klippel-feil syndrome
ICD10CM:D10.0	Benign neoplasm of lip	skos:exactMatch	MONDO:0021496	benign neoplasm of lip	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	benign neoplasm of lip
ICD10CM:D10.0	Benign neoplasm of lip	skos:exactMatch	MONDO:0021496	benign neoplasm of lip	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	benign neoplasm of lip
ICD10CM:B05	Measles	skos:exactMatch	MONDO:0004619	measles	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	measles
ICD10CM:B05	Measles	skos:exactMatch	MONDO:0004619	measles	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	morbilli
MONDO:0021750	Pyonephrosis	skos:exactMatch	ICD10CM:N13.6	pyonephrosis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:N13.6	Pyonephrosis	skos:exactMatch	MONDO:0021750	pyonephrosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	pyonephrosis
ICD10CM:N13.6	Pyonephrosis	skos:exactMatch	MONDO:0021750	pyonephrosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	pyonephrosis
MONDO:0004914	Celiac artery compression syndrome	skos:exactMatch	ICD10CM:I77.4	celiac artery stenosis from compression by median arcuate ligament of diaphragm	semapv:LexicalMatching	LEXMATCH					
ICD10CM:I77.4	Celiac artery compression syndrome	skos:exactMatch	MONDO:0004914	celiac artery stenosis from compression by median arcuate ligament of diaphragm	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	celiac artery compression syndrome
MONDO:0017773	Lipoprotein deficiency	skos:exactMatch	ICD10CM:E78.6	hypoalphalipoproteinemia	semapv:LexicalMatching	LEXMATCH					
ICD10CM:E78.6	Lipoprotein deficiency	skos:exactMatch	MONDO:0017773	hypoalphalipoproteinemia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	hypoalphalipoproteinemia
ICD10CM:M15-M19	Osteoarthritis (M15-M19)	skos:exactMatch	MONDO:0005178	osteoarthritis	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	osteoarthritis
ICD10CM:F17	Nicotine dependence	skos:exactMatch	MONDO:0008575	nicotine dependence	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	nicotine dependence
MONDO:0007572	Familial erythrocytosis	skos:exactMatch	ICD10CM:D75.0	primary familial polycythemia due to EPO receptor mutation	semapv:LexicalMatching	LEXMATCH					
ICD10CM:D75.0	Familial erythrocytosis	skos:exactMatch	MONDO:0007572	primary familial polycythemia due to EPO receptor mutation	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	familial erythrocytosis
MONDO:0008840	Cerebellar ataxia with defective DNA repair	skos:exactMatch	ICD10CM:G11.3	ataxia telangiectasia	semapv:RegularExpressionReplacement	LEXMATCH					
ICD10CM:G11.3	Cerebellar ataxia with defective DNA repair	skos:exactMatch	MONDO:0008840	ataxia telangiectasia	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	ataxia telangiectasia
ICD10CM:G11.3	Cerebellar ataxia with defective DNA repair	skos:exactMatch	MONDO:0008840	ataxia telangiectasia	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	ataxia telangiectasia
ICD10CM:H47.2	Optic atrophy	skos:exactMatch	MONDO:0003608	optic atrophy	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	optic atrophy
ICD10CM:H50.1	Exotropia	skos:exactMatch	MONDO:0001286	exotropia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	exotropia
ICD10CM:H50.1	Exotropia	skos:exactMatch	MONDO:0001286	exotropia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	divergent concomitant strabismus
MONDO:0001422	Conn's syndrome	skos:exactMatch	ICD10CM:E26.01	primary aldosteronism	semapv:LexicalMatching	LEXMATCH					
ICD10CM:E26.01	Conn's syndrome	skos:exactMatch	MONDO:0001422	primary aldosteronism	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	conn's syndrome
MONDO:0005029	Essential (hemorrhagic) thrombocythemia	skos:exactMatch	ICD10CM:D47.3	essential thrombocythemia	semapv:LexicalMatching	LEXMATCH					
ICD10CM:D47.3	Essential (hemorrhagic) thrombocythemia	skos:exactMatch	MONDO:0005029	essential thrombocythemia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	primary thrombocytosis
ICD10CM:D47.3	Essential (hemorrhagic) thrombocythemia	skos:exactMatch	MONDO:0005029	essential thrombocythemia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	essential thrombocytosis
ICD10CM:Q24.6	Congenital heart block	skos:exactMatch	MONDO:0009326	congenital heart block	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	congenital heart block
MONDO:0043775	Disorders of diaphragm	skos:exactMatch	ICD10CM:J98.6	respiratory paralysis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:J98.6	Disorders of diaphragm	skos:exactMatch	MONDO:0043775	respiratory paralysis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	paralysis of diaphragm
ICD10CM:L43.1	Bullous lichen planus	skos:exactMatch	MONDO:0018056	bullous lichen planus	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	bullous lichen planus
MONDO:0019498	Tungiasis [sandflea infestation]	skos:exactMatch	ICD10CM:B88.1	tungiasis	semapv:RegularExpressionReplacement	LEXMATCH					
ICD10CM:B88.1	Tungiasis [sandflea infestation]	skos:exactMatch	MONDO:0019498	tungiasis	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	tungiasis
MONDO:0001219	Serous conjunctivitis, except viral	skos:exactMatch	ICD10CM:H10.23	serous conjunctivitis except viral	semapv:LexicalMatching	LEXMATCH					
ICD10CM:H10.23	Serous conjunctivitis, except viral	skos:exactMatch	MONDO:0001219	serous conjunctivitis except viral	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	serous conjunctivitis, except viral
ICD10CM:A43	Nocardiosis	skos:exactMatch	MONDO:0017776	nocardiosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	nocardiosis
MONDO:0024614	Dysthymic disorder	skos:exactMatch	ICD10CM:F34.1	neurotic depression	semapv:LexicalMatching	LEXMATCH					
ICD10CM:F34.1	Dysthymic disorder	skos:exactMatch	MONDO:0024614	neurotic depression	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	neurotic depression
ICD10CM:F34.1	Dysthymic disorder	skos:exactMatch	MONDO:0024614	neurotic depression	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	neurotic depression
MONDO:0005800	Abscess of eyelid	skos:exactMatch	ICD10CM:H00.03	hordeolum	semapv:LexicalMatching	LEXMATCH					
ICD10CM:H00.03	Abscess of eyelid	skos:exactMatch	MONDO:0005800	hordeolum	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	furuncle of eyelid
MONDO:0021317	Malignant neoplasm of cerebellum	skos:exactMatch	ICD10CM:C71.6	cancer of cerebellum	semapv:LexicalMatching	LEXMATCH					
ICD10CM:C71.6	Malignant neoplasm of cerebellum	skos:exactMatch	MONDO:0021317	cancer of cerebellum	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	malignant neoplasm of cerebellum
ICD10CM:G61.82	Multifocal motor neuropathy	skos:exactMatch	MONDO:0018979	multifocal motor neuropathy	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	multifocal motor neuropathy
ICD10CM:G61.82	Multifocal motor neuropathy	skos:exactMatch	MONDO:0018979	multifocal motor neuropathy	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	mmn
ICD10CM:H35.54	Dystrophies primarily involving the retinal pigment epithelium	skos:exactMatch	MONDO:0001924	dystrophies primarily involving the retinal pigment epithelium	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	dystrophies primarily involving the retinal pigment epithelium
MONDO:0018689	Plasma cell leukemia	skos:exactMatch	ICD10CM:C90.1	plasma cell leukemia	semapv:LexicalMatching	LEXMATCH					
ICD10CM:C90.1	Plasma cell leukemia	skos:exactMatch	MONDO:0018689	plasma cell leukemia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	plasma cell leukemia
ICD10CM:C90.1	Plasma cell leukemia	skos:exactMatch	MONDO:0018689	plasma cell leukemia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	plasmacytic leukemia
ICD10CM:C90.1	Plasma cell leukemia	skos:exactMatch	MONDO:0018689	plasma cell leukemia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	plasma cell leukemia
MONDO:0015274	Berylliosis	skos:exactMatch	ICD10CM:J63.2	chronic beryllium disease	semapv:LexicalMatching	LEXMATCH					
ICD10CM:J63.2	Berylliosis	skos:exactMatch	MONDO:0015274	chronic beryllium disease	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	berylliosis
ICD10CM:A24.2	Subacute and chronic melioidosis	skos:exactMatch	MONDO:0017775	melioidosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	subacute and chronic melioidosis
MONDO:0005902	Allergy to peanuts	skos:exactMatch	ICD10CM:Z91.010	peanut allergic reaction	semapv:LexicalMatching	LEXMATCH					
ICD10CM:Z91.010	Allergy to peanuts	skos:exactMatch	MONDO:0005902	peanut allergic reaction	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	allergy to peanuts
ICD10CM:I70.1	Atherosclerosis of renal artery	skos:exactMatch	MONDO:0001876	renal artery atheroma	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	atherosclerosis of renal artery
ICD10CM:H10.44	Vernal conjunctivitis	skos:exactMatch	MONDO:0002313	vernal conjunctivitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	vernal conjunctivitis
MONDO:0020815	Developmental odontogenic cysts	skos:exactMatch	ICD10CM:K09.0	dentigerous cyst	semapv:LexicalMatching	LEXMATCH					
ICD10CM:K09.0	Developmental odontogenic cysts	skos:exactMatch	MONDO:0020815	dentigerous cyst	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	dentigerous cyst
ICD10CM:K09.0	Developmental odontogenic cysts	skos:exactMatch	MONDO:0020815	dentigerous cyst	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	dentigerous cyst
MONDO:0019316	Cutaneous mastocytosis	skos:exactMatch	ICD10CM:D47.01	maculopapular cutaneous mastocytosis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:D47.01	Cutaneous mastocytosis	skos:exactMatch	MONDO:0019316	maculopapular cutaneous mastocytosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	maculopapular cutaneous mastocytosis
ICD10CM:D47.01	Cutaneous mastocytosis	skos:exactMatch	MONDO:0019316	maculopapular cutaneous mastocytosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	urticaria pigmentosa
ICD10CM:E87.6	Hypokalemia	skos:exactMatch	MONDO:0003019	potassium deficiency disease	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	hypokalemia
ICD10CM:C26.1	Malignant neoplasm of spleen	skos:exactMatch	MONDO:0005966	spleen cancer	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	malignant neoplasm of spleen
MONDO:0019025	Other mast cell neoplasms of uncertain behavior	skos:exactMatch	ICD10CM:D47.09	extracutaneous mastocytoma	semapv:LexicalMatching	LEXMATCH					
MONDO:0006564	Irritant contact dermatitis	skos:exactMatch	ICD10CM:L24	irritant dermatitis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:D47.09	Other mast cell neoplasms of uncertain behavior	skos:exactMatch	MONDO:0019025	extracutaneous mastocytoma	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	extracutaneous mastocytoma
ICD10CM:D47.09	Other mast cell neoplasms of uncertain behavior	skos:exactMatch	MONDO:0019025	extracutaneous mastocytoma	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	extracutaneous mastocytoma
ICD10CM:L24	Irritant contact dermatitis	skos:exactMatch	MONDO:0006564	irritant dermatitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	irritant contact dermatitis
MONDO:0018876	Mantle cell lymphoma	skos:exactMatch	ICD10CM:C83.1	mantle cell lymphoma	semapv:LexicalMatching	LEXMATCH					
ICD10CM:C83.1	Mantle cell lymphoma	skos:exactMatch	MONDO:0018876	mantle cell lymphoma	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	mantle cell lymphoma
ICD10CM:C83.1	Mantle cell lymphoma	skos:exactMatch	MONDO:0018876	mantle cell lymphoma	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	mantle cell lymphoma
MONDO:0009756	Niemann-Pick disease type A	skos:exactMatch	ICD10CM:E75.240	Niemann-Pick disease type A	semapv:LexicalMatching	LEXMATCH					
ICD10CM:E75.240	Niemann-Pick disease type A	skos:exactMatch	MONDO:0009756	Niemann-Pick disease type A	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	niemann-pick disease type a
MONDO:0004614	Chronic myelomonocytic leukemia	skos:exactMatch	ICD10CM:C93.1	chronic monocytic leukemia	semapv:LexicalMatching	LEXMATCH					
MONDO:0007303	Cervical rib	skos:exactMatch	ICD10CM:Q76.5	cervical rib disease	semapv:LexicalMatching	LEXMATCH					
ICD10CM:C93.1	Chronic myelomonocytic leukemia	skos:exactMatch	MONDO:0004614	chronic monocytic leukemia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	chronic monocytic leukemia
ICD10CM:Q76.5	Cervical rib	skos:exactMatch	MONDO:0007303	cervical rib disease	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	cervical rib
ICD10CM:A21.0	Ulceroglandular tularemia	skos:exactMatch	MONDO:0001413	ulceroglandular tularemia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	ulceroglandular tularemia
ICD10CM:E67.0	Hypervitaminosis A	skos:exactMatch	MONDO:0006798	hypervitaminosis A	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hypervitaminosis a
MONDO:0004854	Gonococcal conjunctivitis	skos:exactMatch	ICD10CM:A54.31	ophthalmia neonatorum	semapv:RegularExpressionReplacement	LEXMATCH					
ICD10CM:A54.31	Gonococcal conjunctivitis	skos:exactMatch	MONDO:0004854	ophthalmia neonatorum	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	gonococcal conjunctivitis
ICD10CM:G44.00	Cluster headache syndrome, unspecified	skos:exactMatch	MONDO:0043537	cluster headache syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	ciliary neuralgia
ICD10CM:G44.00	Cluster headache syndrome, unspecified	skos:exactMatch	MONDO:0043537	cluster headache syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	migrainous neuralgia
ICD10CM:G44.00	Cluster headache syndrome, unspecified	skos:exactMatch	MONDO:0043537	cluster headache syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	histamine cephalgia
MONDO:0002181	Osteophyte	skos:exactMatch	ICD10CM:M25.7	exostosis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:M25.7	Osteophyte	skos:exactMatch	MONDO:0002181	exostosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	osteophyte
ICD10CM:N83.1	Corpus luteum cyst	skos:exactMatch	MONDO:0001625	corpus luteum cyst	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	corpus luteum cyst
MONDO:0021486	Benign neoplasm of ciliary body	skos:exactMatch	ICD10CM:D31.4	benign neoplasm of ciliary body	semapv:LexicalMatching	LEXMATCH					
ICD10CM:D31.4	Benign neoplasm of ciliary body	skos:exactMatch	MONDO:0021486	benign neoplasm of ciliary body	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	benign neoplasm of ciliary body
ICD10CM:E31.0	Autoimmune polyglandular failure	skos:exactMatch	MONDO:0017278	autoimmune polyendocrinopathy	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	autoimmune polyglandular failure
MONDO:0015705	Other centronuclear myopathy	skos:exactMatch	ICD10CM:G71.228	autosomal recessive centronuclear myopathy	semapv:LexicalMatching	LEXMATCH					
ICD10CM:G71.228	Other centronuclear myopathy	skos:exactMatch	MONDO:0015705	autosomal recessive centronuclear myopathy	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	autosomal recessive centronuclear myopathy
MONDO:0007661	Tourette's disorder	skos:exactMatch	ICD10CM:F95.2	Tourette syndrome	semapv:LexicalMatching	LEXMATCH					
ICD10CM:F95.2	Tourette's disorder	skos:exactMatch	MONDO:0007661	Tourette syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	tourette's syndrome
MONDO:0006609	Seborrheic infantile dermatitis	skos:exactMatch	ICD10CM:L21.1	seborrheic infantile dermatitis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:L21.1	Seborrheic infantile dermatitis	skos:exactMatch	MONDO:0006609	seborrheic infantile dermatitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	seborrheic infantile dermatitis
MONDO:0005258	Autistic disorder	skos:exactMatch	ICD10CM:F84.0	autism spectrum disorder	semapv:LexicalMatching	LEXMATCH					
ICD10CM:F84.0	Autistic disorder	skos:exactMatch	MONDO:0005258	autism spectrum disorder	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	autism spectrum disorder
ICD10CM:F84.0	Autistic disorder	skos:exactMatch	MONDO:0005258	autism spectrum disorder	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	autism spectrum disorder
MONDO:0009162	Chondroectodermal dysplasia	skos:exactMatch	ICD10CM:Q77.6	Ellis-van Creveld syndrome	semapv:LexicalMatching	LEXMATCH					
ICD10CM:Q77.6	Chondroectodermal dysplasia	skos:exactMatch	MONDO:0009162	Ellis-van Creveld syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	chondroectodermal dysplasia
ICD10CM:Q77.6	Chondroectodermal dysplasia	skos:exactMatch	MONDO:0009162	Ellis-van Creveld syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	ellis-van creveld syndrome
ICD10CM:Q77.6	Chondroectodermal dysplasia	skos:exactMatch	MONDO:0009162	Ellis-van Creveld syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	ellis-van creveld syndrome
MONDO:0018305	Functional disorders of polymorphonuclear neutrophils	skos:exactMatch	ICD10CM:D71	chronic granulomatous disease	semapv:LexicalMatching	LEXMATCH					
ICD10CM:D71	Functional disorders of polymorphonuclear neutrophils	skos:exactMatch	MONDO:0018305	chronic granulomatous disease	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	congenital dysphagocytosis
MONDO:0019465	Small cell B-cell lymphoma	skos:exactMatch	ICD10CM:C83.0	nodal marginal zone B-cell lymphoma	semapv:LexicalMatching	LEXMATCH					
ICD10CM:C83.0	Small cell B-cell lymphoma	skos:exactMatch	MONDO:0019465	nodal marginal zone B-cell lymphoma	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	nodal marginal zone lymphoma
ICD10CM:Q96.0	Karyotype 45, X	skos:exactMatch	MONDO:0019499	Turner syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	karyotype 45, x
ICD10CM:B37.3	Candidiasis of vulva and vagina	skos:exactMatch	MONDO:0006014	vulvovaginal candidiasis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	candidal vulvovaginitis
ICD10CM:B37.3	Candidiasis of vulva and vagina	skos:exactMatch	MONDO:0006014	vulvovaginal candidiasis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	monilial vulvovaginitis
ICD10CM:B37.3	Candidiasis of vulva and vagina	skos:exactMatch	MONDO:0006014	vulvovaginal candidiasis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	candidiasis of vulva and vagina
ICD10CM:B59	Pneumocystosis	skos:exactMatch	MONDO:0019121	pneumocystosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	pneumocystosis
ICD10CM:B59	Pneumocystosis	skos:exactMatch	MONDO:0019121	pneumocystosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	pneumocystosis
ICD10CM:Q82.0	Hereditary lymphedema	skos:exactMatch	MONDO:0019313	lymphatic malformation	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	hereditary lymphedema
MONDO:0016770	Subacute (active) lichen planus	skos:exactMatch	ICD10CM:L43.3	actinic lichen planus	semapv:LexicalMatching	LEXMATCH					
ICD10CM:L43.3	Subacute (active) lichen planus	skos:exactMatch	MONDO:0016770	actinic lichen planus	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	lichen planus tropicus
MONDO:0006676	Beriberi	skos:exactMatch	ICD10CM:E51.1	beriberi	semapv:LexicalMatching	LEXMATCH					
ICD10CM:E51.1	Beriberi	skos:exactMatch	MONDO:0006676	beriberi	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	beriberi
ICD10CM:J67.2	Bird fancier's lung	skos:exactMatch	MONDO:0005668	bird fancier's lung	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	bird fancier's lung
ICD10CM:J67.2	Bird fancier's lung	skos:exactMatch	MONDO:0005668	bird fancier's lung	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	bird fancier's lung
MONDO:0021511	Benign neoplasm of adrenal gland	skos:exactMatch	ICD10CM:D35.0	benign neoplasm of adrenal gland	semapv:LexicalMatching	LEXMATCH					
ICD10CM:D35.0	Benign neoplasm of adrenal gland	skos:exactMatch	MONDO:0021511	benign neoplasm of adrenal gland	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	benign neoplasm of adrenal gland
ICD10CM:Q87.81	Alport syndrome	skos:exactMatch	MONDO:0018965	Alport syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	alport syndrome
ICD10CM:Q87.81	Alport syndrome	skos:exactMatch	MONDO:0018965	Alport syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	alport syndrome
MONDO:0043994	Acute cholecystitis	skos:exactMatch	ICD10CM:K81.0	acute cholecystitis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:K81.0	Acute cholecystitis	skos:exactMatch	MONDO:0043994	acute cholecystitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	acute cholecystitis
ICD10CM:K81.0	Acute cholecystitis	skos:exactMatch	MONDO:0043994	acute cholecystitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	acute cholecystitis
MONDO:0017603	Anaplastic large cell lymphoma, ALK-negative	skos:exactMatch	ICD10CM:C84.7	ALK-negative anaplastic large cell lymphoma	semapv:LexicalMatching	LEXMATCH					
ICD10CM:C84.7	Anaplastic large cell lymphoma, ALK-negative	skos:exactMatch	MONDO:0017603	ALK-negative anaplastic large cell lymphoma	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	anaplastic large cell lymphoma, alk-negative
