mondo_id	subset	ordo_id	mondo_label	ordo_label
MONDO:0018476	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:412217	dystonia-aphonia syndrome	Dystonia-aphonia syndrome
MONDO:0018477	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:415286	bilirubin encephalopathy	Bilirubin encephalopathy
MONDO:0018479	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:418	congenital adrenal hyperplasia	Congenital adrenal hyperplasia
MONDO:0018480	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:418945	carcinoma of esophagus, salivary gland type	Carcinoma of esophagus, salivary gland type
MONDO:0018481	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:418951	undifferentiated carcinoma of esophagus	Undifferentiated carcinoma of esophagus
MONDO:0018483	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:420259	secondary pulmonary alveolar proteinosis	Secondary pulmonary alveolar proteinosis
MONDO:0018484	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:420402	semicircular canal dehiscence syndrome	Semicircular canal dehiscence syndrome
MONDO:0018485	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:420429	glycogen storage disease due to acid maltase deficiency, late-onset	Glycogen storage disease due to acid maltase deficiency, late-onset
MONDO:0018486	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:420556	visual snow syndrome	Visual snow syndrome
MONDO:0018487	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:420699	autosomal recessive severe congenital neutropenia due to CXCR2 deficiency	Autosomal recessive severe congenital neutropenia due to CXCR2 deficiency
MONDO:0018488	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:420755	obsolete rare genetic odontal or periodontal disorder	Rare genetic odontal or periodontal disorder
MONDO:0018489	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:420789	autoimmune encephalopathy with parasomnia and obstructive sleep apnea	Autoimmune encephalopathy with parasomnia and obstructive sleep apnea
MONDO:0018490	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:420794	cono-spondylar dysplasia	Cono-spondylar dysplasia
MONDO:0018492	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:422526	hereditary clear cell renal cell carcinoma	Hereditary clear cell renal cell carcinoma
MONDO:0018493	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:423	malignant hyperthermia of anesthesia	Malignant hyperthermia of anesthesia
MONDO:0018494	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:423306	microcephaly-short stature-intellectual disability-facial dysmorphism syndrome	Microcephaly-short stature-intellectual disability-facial dysmorphism syndrome
MONDO:0018495	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:423479	X-linked intellectual disability-limb spasticity-retinal dystrophy-diabetes insipidus syndrome	X-linked intellectual disability-limb spasticity-retinal dystrophy-arginine vasopressin deficiency
MONDO:0018496	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:423655	obsolete ARX-related encephalopathy-brain malformation spectrum	ARX-related encephalopathy-brain malformation spectrum
MONDO:0018497	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:423662	obsolete rare autonomic nervous system disorder	Rare autonomic nervous system disorder
MONDO:0018498	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:423693	double outlet right ventricle with subaortic or doubly committed ventricular septal defect	Double outlet right ventricle with subaortic or doubly committed ventricular septal defect
MONDO:0018499	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:423712	double outlet right ventricle with atrioventricular septal defect, pulmonary stenosis, heterotaxy	Double outlet right ventricle with atrioventricular septal defect, pulmonary stenosis, heterotaxy
MONDO:0018500	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:423717	cutaneous larva migrans	Cutaneous larva migrans
MONDO:0018501	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:423771	obsolete rare carcinoma of stomach	Rare carcinoma of stomach
MONDO:0018502	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:423776	hereditary gastric cancer	Hereditary gastric cancer
MONDO:0018504	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:423786	undifferentiated carcinoma of stomach	Undifferentiated carcinoma of stomach
MONDO:0018505	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:423793	obsolete rare tumor of small intestine	Rare tumor of small intestine
MONDO:0018506	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:423798	mesenchymal tumor of small intestine	Mesenchymal tumor of small intestine
MONDO:0018507	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:423894	microcephaly-complex motor and sensory axonal neuropathy syndrome	Microcephaly-complex motor and sensory axonal neuropathy syndrome
MONDO:0018508	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:423957	obsolete rare carcinoma of small intestine	Rare carcinoma of small intestine
MONDO:0018509	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:423968	squamous cell carcinoma of the small intestine	Squamous cell carcinoma of the small intestine
MONDO:0018510	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:423975	small intestine neuroendocrine neoplasm	Neuroendocrine tumor of the small intestine
MONDO:0018511	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:423982	epithelial tumor of the appendix	Epithelial tumor of the appendix
MONDO:0018512	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:423991	obsolete rare epithelial tumor of colon	Rare epithelial tumor of colon
MONDO:0018513	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:423994	squamous cell carcinoma of colon	Squamous cell carcinoma of the colon
MONDO:0018514	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:423998	obsolete rare epithelial tumor of rectum	Rare epithelial tumor of rectum
MONDO:0018515	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:424002	squamous cell carcinoma of rectum	Squamous cell carcinoma of the rectum
MONDO:0018516	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:424010	epithelial tumor of anal canal	Epithelial tumor of anal canal
MONDO:0018520	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:424033	obsolete rare epithelial tumor of pancreas	Rare epithelial tumor of pancreas
MONDO:0018521	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:424039	squamous cell carcinoma of pancreas	Squamous cell carcinoma of pancreas
MONDO:0018523	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:424053	pancreatic mucinous cystadenoma	Mucinous cystadenocarcinoma of the pancreas
MONDO:0018525	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:424065	solid pseudopapillary carcinoma of pancreas	Solid pseudopapillary carcinoma of pancreas
MONDO:0018528	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:424107	congenital myopathy with myasthenic-like onset	Congenital myopathy with myasthenic-like onset
MONDO:0018529	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:424925	obsolete qualitative or quantitative defects of Torsin-1A-interacting protein 1	Qualitative or quantitative defects of Torsin-1A-interacting protein 1
MONDO:0018530	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:424933	obsolete rare epithelial tumor of liver and intrahepatic biliary tract	Rare malignant epithelial tumor of liver and intrahepatic biliary tract
MONDO:0018531	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:424936	carcinoma of liver and intrahepatic biliary tract	Carcinoma of liver and intrahepatic biliary tract
MONDO:0018532	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:424943	obsolete adenocarcinoma of liver and intrahepatic biliary tract	Adenocarcinoma of the liver and intrahepatic biliary tract
MONDO:0018533	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:424970	undifferentiated carcinoma of liver and intrahepatic biliary tract	Undifferentiated carcinoma of liver and intrahepatic biliary tract
MONDO:0018534	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:424975	squamous cell carcinoma of liver and intrahepatic biliary tract	Squamous cell carcinoma of liver and intrahepatic biliary tract
MONDO:0018535	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:424982	biliary cystadenocarcinoma	Biliary cystadenocarcinoma
MONDO:0018536	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:424991	adenocarcinoma of gallbladder and extrahepatic biliary tract	Adenocarcinoma of the gallbladder and extrahepatic biliary tract
MONDO:0018537	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:424996	squamous cell carcinoma of gallbladder and extrahepatic biliary tract	Squamous cell carcinoma of gallbladder and extrahepatic biliary tract
MONDO:0018538	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:425003	obsolete inherited digestive cancer-predisposing syndrome	Inherited digestive cancer-predisposing syndrome
MONDO:0018539	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:425368	obsolete rare epithelial tumor of small intestine	Rare epithelial tumor of small intestine
MONDO:0018540	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:42642	PFAPA syndrome	PFAPA syndrome
MONDO:0018541	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:427	familial hypoaldosteronism	Familial hypoaldosteronism
MONDO:0018542	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:42738	severe congenital neutropenia	Severe congenital neutropenia
MONDO:0018543	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:428	autosomal dominant hypocalcemia	Autosomal dominant hypocalcemia
MONDO:0018544	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:43	adrenoleukodystrophy	X-linked adrenoleukodystrophy
MONDO:0018545	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:431156	obsolete primary immunodeficiency with predisposition to severe viral infection	Primary immunodeficiency with predisposition to severe viral infection
MONDO:0018546	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:43116	serotonin syndrome	Serotonin syndrome
MONDO:0018547	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:43117	acute tricyclic antidepressant poisoning	Acute tricyclic antidepressant poisoning
MONDO:0018548	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:43119	acute poisoning by drugs with membrane-stabilizing effect	Acute poisoning by drugs with membrane-stabilizing effect
MONDO:0018549	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:431263	obsolete late-onset scapuloperoneal muscular dystrophy with hyaline bodies	Late-onset scapuloperoneal muscular dystrophy with hyaline bodies
MONDO:0018550	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:431320	obsolete spastic paraplegia-optic atrophy-neuropathy and spastic paraplegia-optic atrophy-neuropathy-related disorder	Spastic paraplegia-optic atrophy-neuropathy and spastic paraplegia-optic atrophy-neuropathy-related disorder
MONDO:0018551	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:431341	patent urachus	Patent urachus
MONDO:0018552	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:431344	urachal sinus	Urachal sinus
MONDO:0018553	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:431347	urachal diverticulum	Urachal diverticulum
MONDO:0018554	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:431353	pulmonary veno-occlusive disease and/or pulmonary capillary haemangiomatosis	Pulmonary veno-occlusive disease and/or pulmonary capillary haemangiomatosis
MONDO:0018555	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:432	hypogonadotropic hypogonadism	Normosmic congenital hypogonadotropic hypogonadism
MONDO:0018556	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:43393	Lambert-Eaton myasthenic syndrome	Lambert-Eaton myasthenic syndrome
MONDO:0018557	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:434786	obsolete rare genetic autonomic nervous system disorder	Rare genetic autonomic nervous system disorder
MONDO:0018558	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:434809	obsolete syndrome with wooly hair	Syndrome with woolly hair
MONDO:0018559	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:435365	fetal lower urinary tract obstruction	Fetal lower urinary tract obstruction
MONDO:0018560	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:435372	obsolete anterior urethral valve	Anterior urethral valve
MONDO:0018561	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:435561	precocious puberty in female	Rare precocious puberty in female
MONDO:0018562	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:435603	obsolete hereditary otorhinolaryngological malformation	Genetic otorhinolaryngological malformation
MONDO:0018564	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:435638	3p25.3 microdeletion syndrome	3p25.3 microdeletion syndrome
MONDO:0018565	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:435743	congenital urachal anomaly	Congenital urachal anomaly
MONDO:0018566	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:435804	short stature-advanced bone age-early-onset osteoarthritis syndrome	Short stature-advanced bone age-early-onset osteoarthritis syndrome
MONDO:0018567	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:435819	autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation	Autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation
MONDO:0018569	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:435938	X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome	X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome
MONDO:0018570	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:436	hypophosphatasia	Hypophosphatasia
MONDO:0018571	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:436003	contractures-developmental delay-Pierre Robin syndrome	Contractures-developmental delay-Pierre Robin syndrome
MONDO:0018572	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:436141	severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome	HIDEA syndrome
MONDO:0018573	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:436144	intrauterine growth restriction-short stature-early adult-onset diabetes syndrome	Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome
MONDO:0018574	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:436151	obsolete intellectual disability-expressive aphasia-facial dysmorphism syndrome	Intellectual disability-expressive aphasia-facial dysmorphism syndrome
MONDO:0018575	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:436182	obsolete microcephalic primordial dwarfism-insulin resistance syndrome	Microcephalic primordial dwarfism-insulin resistance syndrome
MONDO:0018576	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:436271	non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy	Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy
MONDO:0018577	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:436274	pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa	Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa
MONDO:0018579	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:438072	obsolete disorder of ketone body transport	Disorder of keton body transport
MONDO:0018580	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:438213	obsolete PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome	PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome
MONDO:0018581	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:438266	progressive encephalomyelitis with rigidity and myoclonus	Progressive encephalomyelitis with rigidity and myoclonus
MONDO:0018582	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:438274	GCGR-related hyperglucagonemia	GCGR-related hyperglucagonemia
MONDO:0018583	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:438279	human infection by orthopoxvirus	Human infection by orthopoxvirus
MONDO:0018585	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:439175	pediatric arterial ischemic stroke	Pediatric arterial ischemic stroke
MONDO:0018586	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:439196	zinc-responsive necrolytic acral erythema	Zinc-responsive necrolytic acral erythema
MONDO:0018587	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:439202	non-recovering obstetric brachial plexus lesion	Non-recovering obstetric brachial plexus lesion
MONDO:0018588	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:439224	ALECT2 amyloidosis	ALECT2 amyloidosis
MONDO:0018589	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:439232	AApoAIV amyloidosis	AApoAIV amyloidosis
MONDO:0018590	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:439246	ABeta2M amyloidosis	ABeta2M amyloidosis
MONDO:0018591	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:439254	ITM2B amyloidosis	ITM2B amyloidosis
MONDO:0018592	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:439729	cutaneous polyarteritis nodosa	Cutaneous polyarteritis nodosa
MONDO:0018593	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:439737	primary polyarteritis nodosa	Primary polyarteritis nodosa
MONDO:0018594	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:439746	secondary polyarteritis nodosa	Secondary polyarteritis nodosa
MONDO:0018595	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:439755	single-organ polyarteritis nodosa	Single-organ polyarteritis nodosa
MONDO:0018596	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:439762	systemic polyarteritis nodosa	Systemic polyarteritis nodosa
MONDO:0018597	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:439881	plastic bronchitis	Plastic bronchitis
MONDO:0018598	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:44	obsolete neonatal adrenoleukodystrophy	Neonatal adrenoleukodystrophy
MONDO:0018599	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:440221	congenital oculomotor nerve palsy	Congenital oculomotor nerve palsy
MONDO:0018600	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:440233	congenital abducens nerve palsy	Congenital abducens nerve palsy
MONDO:0018601	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:440354	autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome	Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome
MONDO:0018602	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:440368	necrotizing soft tissue infection	Necrotizing soft tissue infection
MONDO:0018603	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:440392	SFTPC- related interstitial lung disease	Interstitial lung disease due to SP-C deficiency
MONDO:0018604	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:440437	familial colorectal cancer type X	Familial colorectal cancer Type X
MONDO:0018605	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:440701	disorders of pentose/polyol metabolism	Disorders of pentose/polyol metabolism
MONDO:0018606	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:440724	extensive peripapillary myelinated nerve fibers	Extensive peripapillary myelinated nerve fibers
MONDO:0018607	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:440727	combined hamartoma of the retina and retinal pigment epithelium	Combined hamartoma of the retina and retinal pigment epithelium
MONDO:0018608	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:441	pure autonomic failure	Pure autonomic failure
MONDO:0018609	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:441434	obsolete syndromic hereditary optic neuropathy	Syndromic hereditary optic neuropathy
MONDO:0018610	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:441447	early-onset posterior subcapsular cataract	Early-onset posterior subcapsular cataract
MONDO:0018611	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:441452	early-onset lamellar cataract	Early-onset lamellar cataract
MONDO:0018612	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:442	congenital hypothyroidism	Congenital hypothyroidism
MONDO:0018613	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:442582	AH amyloidosis	AH amyloidosis
MONDO:0018614	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:442835	undetermined early-onset epileptic encephalopathy	Non-specific early-onset epileptic encephalopathy
MONDO:0018615	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:443070	hemicrania continua	Hemicrania continua
MONDO:0018616	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:443079	central serous chorioretinopathy	Central serous chorioretinopathy
MONDO:0018617	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:443084	baroreflex failure	Baroreflex failure
MONDO:0018618	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:443090	obsolete 46,XY disorder of sexual development due to dihydrotestosterone backdoor pathway biosynthesis defect	46,XY difference of sexual development due to dihydrotestosterone backdoor pathway biosynthesis defect
MONDO:0018620	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:443101	hypothalamic adipsic hypernatraemia syndrome	Hypothalamic adipsic hypernatraemia syndrome
MONDO:0018621	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:443159	lymphoplasmacytic lymphoma without IgM production	Lymphoplasmacytic lymphoma without IgM production
MONDO:0018623	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:443173	postpartum psychosis	Postpartum psychosis
MONDO:0018624	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:443180	spontaneous intracranial hypotension	Spontaneous intracranial hypotension
MONDO:0018625	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:443192	classic stiff person syndrome	Classic stiff person syndrome
MONDO:0018626	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:443227	paratyphoid fever	Paratyphoid fever
MONDO:0018628	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:443291	HIV-associated cancer	HIV-associated cancer
MONDO:0018629	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:443804	focal stiff limb syndrome	Focal stiff limb syndrome
MONDO:0018630	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:443909	hereditary nonpolyposis colon cancer	Hereditary nonpolyposis colon cancer
MONDO:0018631	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:444	Marie Unna hereditary hypotrichosis	Marie Unna hereditary hypotrichosis
MONDO:0018632	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:444002	11q22.2q22.3 microdeletion syndrome	11q22.2q22.3 microdeletion syndrome
MONDO:0018633	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:444051	20q11.2 microdeletion syndrome	20q11.2 microdeletion syndrome
MONDO:0018634	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:444116	hereditary amyloidosis	Hereditary amyloidosis
MONDO:0018635	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:444316	idiopathic phalangeal acro-osteolysis	Idiopathic phalangeal acro-osteolysis
MONDO:0018636	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:444463	autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome	Autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome due to TPP2 deficiency
MONDO:0018637	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:444490	familial chylomicronemia syndrome	Familial chylomicronemia syndrome
MONDO:0018638	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:444916	pseudohypoaldosteronism	Pseudohypoaldosteronism
MONDO:0018639	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:444941	caudal regression-sirenomelia spectrum	Caudal regression-sirenomelia spectrum
MONDO:0018640	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:445197	secondary vasculitis	Secondary vasculitis
MONDO:0018642	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:447731	NIK deficiency	NIK deficiency
MONDO:0018643	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:447740	susceptibility to localized juvenile periodontitis	Susceptibility to localized juvenile periodontitis
MONDO:0018644	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:447757	autosomal dominant complex spastic paraplegia type 9B	Autosomal dominant spastic paraplegia type 9B
MONDO:0018645	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:447764	IgG4-related sclerosing cholangitis	IgG4-related sclerosing cholangitis
MONDO:0018646	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:447771	sclerosing cholangitis	Sclerosing cholangitis
MONDO:0018647	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:447774	secondary sclerosing cholangitis	Secondary sclerosing cholangitis
MONDO:0018648	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:447777	Keratocystic odontogenic tumor	Keratocystic odontogenic tumor
MONDO:0018649	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:447788	obsolete cerebral visual impairment	Cerebral visual impairment
MONDO:0018651	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:447795	obsolete lipoyl transferase 2 deficiency	Lipoyl transferase 2 deficiency
MONDO:0018652	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	Orphanet:447874	obsolete biological anomaly without phenotypic characterization	Biological anomaly without phenotypic characterization
MONDO:0018653	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:447877	Polymerase proofreading-related adenomatous polyposis	Polymerase proofreading-related adenomatous polyposis
MONDO:0018654	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:447881	idiopathic dropped head syndrome	Idiopathic dropped head syndrome
MONDO:0018655	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:447893	hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome	Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome
MONDO:0018656	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:447896	tremor-ataxia-central hypomyelination syndrome	Tremor-ataxia-central hypomyelination syndrome
MONDO:0018657	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:447961	pigmentation defects-palmoplantar keratoderma-skin carcinoma syndrome	Pigmentation defects-palmoplantar keratoderma-skin carcinoma syndrome
